users_count,traffic_level,team_size,update_frequency,integrations,security_level,scalability_need,architecture,deployment_method,api_style
4835,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
17760,Low,13,Weekly,4,High,Medium,Containerized App,Docker Container Deployment,REST API
3127,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
9624,Medium,7,Weekly,4,Medium,Low,Containerized App,Docker Container Deployment,REST API
24046,High,20,Daily,13,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
119617,High,30,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
151276,High,22,Daily,11,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
121014,High,46,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24222,High,30,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
4357,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
5345,Medium,8,Monthly,6,Medium,Low,Containerized App,Docker Container Deployment,REST API
48383,Medium,21,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
11646,Medium,7,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
70344,High,39,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
144190,High,32,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
5638,Medium,13,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
135250,High,39,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
755,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
2031,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
36091,High,25,Weekly,10,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
58803,High,25,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
23273,High,21,Weekly,14,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
9074,Low,7,Monthly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
81945,High,20,Daily,16,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
21362,Medium,17,Weekly,13,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
8544,Medium,10,Monthly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
4983,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
47451,High,16,Weekly,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
22717,High,18,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
34070,Medium,28,Daily,9,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
13414,Low,9,Weekly,8,High,Low,Containerized App,Docker Container Deployment,REST API
72449,High,43,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
190453,High,25,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
182080,High,25,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
38672,Medium,29,Weekly,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
184349,High,37,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
15644,Low,15,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
86663,High,20,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
13002,Medium,6,Weekly,5,Medium,Low,Containerized App,Docker Container Deployment,REST API
158686,High,24,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
137608,High,45,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
143723,High,36,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2536,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
4508,Low,5,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
61410,High,22,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
116310,High,31,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
73509,High,30,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
185183,High,21,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
9505,Low,9,Weekly,3,High,Medium,Containerized App,Docker Container Deployment,REST API
6760,Low,9,Weekly,6,High,Medium,Containerized App,Docker Container Deployment,REST API
3435,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
188697,High,27,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
32950,High,18,Weekly,13,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
13180,Medium,10,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
31881,High,17,Daily,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
20958,Medium,16,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
12060,Low,10,Monthly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
82442,High,49,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3287,Low,5,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
3316,Low,3,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
11913,Medium,12,Monthly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
77148,High,41,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
18771,Medium,9,Monthly,6,Medium,Medium,Containerized App,Docker Container Deployment,REST API
4164,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
2914,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
125650,High,40,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
23731,High,26,Daily,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
22627,High,18,Weekly,10,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
82869,High,24,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
36818,High,25,Weekly,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
14603,Low,11,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
1224,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
4667,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1655,Low,4,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
11305,Low,9,Weekly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
1233,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
188712,High,40,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
2046,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1133,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
13017,Low,6,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
158760,High,47,Daily,23,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4187,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
30742,High,17,Daily,9,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
47444,High,24,Daily,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
22419,High,17,Daily,10,High,High,Microservices,Microservices with Docker,REST API + gRPC
10061,Low,12,Monthly,7,Medium,Low,Containerized App,Docker Container Deployment,REST API
26160,High,25,Daily,11,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
746,Low,4,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
77619,High,21,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3686,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
4284,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
119807,High,32,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
127845,High,29,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
1386,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
17403,Medium,11,Weekly,8,High,Medium,Containerized App,Docker Container Deployment,REST API
158876,High,26,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
106281,High,25,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
42547,High,17,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
78625,High,35,Daily,19,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3811,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
115560,High,46,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
137319,High,26,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
6894,Medium,7,Weekly,5,Medium,Medium,Containerized App,Docker Container Deployment,REST API
14055,Medium,9,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
5241,Medium,7,Monthly,7,High,Low,Containerized App,Docker Container Deployment,REST API
1591,Low,4,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
4404,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
8498,Low,13,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
20215,Medium,19,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
8873,Medium,14,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
61463,High,29,Daily,17,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
197468,High,22,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
151015,High,48,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
5291,Medium,11,Weekly,4,Medium,Medium,Containerized App,Docker Container Deployment,REST API
13831,Low,14,Monthly,7,High,Medium,Containerized App,Docker Container Deployment,REST API
853,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
1341,Low,5,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
10193,Medium,9,Weekly,4,High,Low,Containerized App,Docker Container Deployment,REST API
48704,Medium,17,Weekly,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
3974,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
48853,Medium,18,Daily,13,High,High,Microservices,Microservices with Docker,REST API + gRPC
4376,Low,5,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
96736,High,25,Daily,12,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
48786,High,20,Daily,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
24620,Medium,29,Weekly,15,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
53405,High,41,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
142439,High,28,Daily,10,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
8241,Medium,10,Monthly,7,Medium,Medium,Containerized App,Docker Container Deployment,REST API
154699,High,40,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
52593,High,26,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
27128,Medium,23,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
39362,High,30,Daily,11,High,High,Microservices,Microservices with Docker,REST API + gRPC
15408,Medium,13,Monthly,5,High,Medium,Containerized App,Docker Container Deployment,REST API
12753,Low,11,Weekly,3,High,Low,Containerized App,Docker Container Deployment,REST API
87642,High,34,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
32512,Medium,30,Daily,14,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
144498,High,47,Daily,14,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
14260,Low,9,Weekly,3,Medium,Medium,Containerized App,Docker Container Deployment,REST API
3428,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
1984,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
19847,Low,14,Weekly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
44851,High,28,Daily,12,High,High,Microservices,Microservices with Docker,REST API + gRPC
4560,Low,5,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
91596,High,22,Daily,24,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
38512,High,19,Weekly,11,High,Medium,Microservices,Microservices with Docker,REST API + gRPC
2694,Low,5,Monthly,3,Low,Low,Monolithic,Single Server Deployment,REST API
46374,High,26,Daily,15,High,High,Microservices,Microservices with Docker,REST API + gRPC
24439,High,26,Daily,11,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
4388,Low,4,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
2781,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
4736,Low,2,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
29324,High,27,Weekly,15,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
144104,High,42,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
3227,Low,4,Monthly,3,Medium,Low,Monolithic,Single Server Deployment,REST API
339,Low,2,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
136357,High,46,Daily,20,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
24241,Medium,20,Weekly,15,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
11768,Low,6,Monthly,3,Medium,Low,Containerized App,Docker Container Deployment,REST API
22753,High,20,Daily,12,Medium,High,Microservices,Microservices with Docker,REST API + gRPC
3673,Low,2,Monthly,2,Low,Low,Monolithic,Single Server Deployment,REST API
105926,High,48,Daily,25,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
529,Low,3,Monthly,1,Low,Low,Monolithic,Single Server Deployment,REST API
35742,Medium,17,Daily,9,High,High,Microservices,Microservices with Docker,REST API + gRPC
6709,Low,6,Monthly,6,High,Low,Containerized App,Docker Container Deployment,REST API
69896,High,32,Daily,18,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
6641,Low,11,Monthly,3,High,Low,Containerized App,Docker Container Deployment,REST API
3705,Low,3,Monthly,1,Medium,Low,Monolithic,Single Server Deployment,REST API
60600,High,28,Daily,22,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
94654,High,35,Daily,21,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
124196,High,40,Daily,13,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
22503,Medium,21,Daily,9,Medium,Medium,Microservices,Microservices with Docker,REST API + gRPC
161511,High,24,Daily,15,High,High,Kubernetes Deployment,Kubernetes Orchestration Deployment,REST API + gRPC/Event-Driven
4250,Low,2,Monthly,2,Medium,Low,Monolithic,Single Server Deployment,REST API
